loan_id,origination_date,state,credit_tier,loan_amount,system_size_kw,loan_term_months,interest_rate,monthly_payment,installer_partner,cents_per_watt_of_solar_electricity,cents_per_watt_of_utility_electricity,is_delinquent,days_past_due
L1198,2025-03-28,FL,B,37755,10.4,240,7.61,306.77,"SunPro Electric",7.73,12.17,FALSE,0
L1199,2025-03-04,NY,C,26244,6.4,180,10.12,283.92,"TerraWatt Installations",14.05,22.45,TRUE,62
L1200,2025-01-09,FL,C,31783,10.6,240,10.14,309.58,"GreenRoof Energy",11.7,12.72,FALSE,0
L1201,2025-01-08,CA,C,40758,11.9,240,10.47,406.16,"SunPro Electric",13.55,27.07,TRUE,38
L1202,2025-02-14,NY,B,32144,10,180,8.77,321.62,"SunPro Electric",10.57,21.88,FALSE,0
L1203,2025-01-08,TX,B,53647,14,180,7.84,507.85,"GreenRoof Energy",13.29,12.38,FALSE,0
L1204,2025-01-07,CO,B,34647,9.5,180,6.84,308.36,"TerraWatt Installations",11.93,14.7,FALSE,0
L1205,2025-03-18,FL,A,32364,8.7,240,5.29,218.75,"GreenRoof Energy",12.35,11.59,FALSE,0
L1206,2025-01-28,NY,A,20001,6.5,240,4.57,127.33,"BrightPath Solar",13.4,21.32,FALSE,0
L1207,2025-03-18,FL,B,32066,8.9,300,8.68,262.12,"SunPro Electric",12.48,11.2,FALSE,0
L1208,2025-01-10,CT,C,20598,6.4,300,11.32,206.73,"TerraWatt Installations",17.82,18.77,TRUE,75
L1209,2025-02-16,CA,C,38191,11.4,240,13.57,463.17,"SunPro Electric",12.93,23.99,FALSE,0
L1210,2025-01-10,CO,B,36225,9.5,300,6.87,253.03,"GreenRoof Energy",11.19,10.7,FALSE,0
L1211,2025-03-29,FL,B,35219,10.4,240,7.04,274,"BrightPath Solar",8.72,11.89,FALSE,0
L1212,2025-01-25,TX,B,39667,9.5,240,8.11,334.58,"TerraWatt Installations",10.53,15.83,FALSE,0
L1213,2025-01-02,FL,B,31397,9.3,180,7.16,284.95,"SunPro Electric",9.01,14.48,FALSE,0
L1214,2025-03-02,NY,B,22390,6.8,240,7.88,185.58,"GreenRoof Energy",16.56,19.6,FALSE,0
L1215,2025-02-21,CA,A,32684,9,180,4.7,253.45,"BrightPath Solar",9.43,21.82,FALSE,0
L1216,2025-02-06,FL,C,41183,12.6,240,9.15,374.65,"TerraWatt Installations",15.21,13.29,TRUE,76
L1217,2025-03-16,CT,B,54121,15,180,8.22,524.09,"BrightPath Solar",16.72,20.49,FALSE,0
L1218,2025-03-24,FL,C,23913,8,300,10.77,230.43,"TerraWatt Installations",11.71,13.23,TRUE,59
L1219,2025-02-09,NC,A,17645,4.6,180,4.87,138.33,"TerraWatt Installations",7.49,12.64,FALSE,0
L1220,2025-03-18,CA,C,16131,4.8,240,11,166.46,"TerraWatt Installations",9.22,24.85,FALSE,0
L1221,2025-03-28,MA,B,39609,11.6,180,7.03,356.72,"BrightPath Solar",12.26,25.58,FALSE,0
L1222,2025-01-28,CA,A,22505,7.4,240,3.9,135.2,"SunPro Electric",11.05,22.01,FALSE,0
L1223,2025-01-30,AZ,C,31607,8.1,180,11.18,362.84,"BrightPath Solar",13.21,12.63,FALSE,0
L1224,2025-01-23,FL,A,22145,6.6,180,5.77,184.08,"BrightPath Solar",8.7,11.85,FALSE,0
L1225,2025-02-23,FL,A,15360,5.5,180,4.32,116.1,"SunPro Electric",13.33,11.99,FALSE,0
L1226,2025-03-18,TX,C,28321,9.1,300,10.09,259.08,"SunPro Electric",13.18,11.97,FALSE,0
L1227,2025-02-07,CO,A,16036,4,240,6.48,119.34,"SunPro Electric",11.27,10.57,TRUE,48
L1228,2025-01-03,TX,C,26760,6.3,300,11.39,269.9,"Apex Solar Co",12.52,10.22,TRUE,104
L1229,2025-03-14,CA,A,39722,12.6,240,4,240.69,"Apex Solar Co",12.89,25.78,FALSE,0
L1230,2025-03-25,NY,C,24634,8.6,240,11.1,256,"TerraWatt Installations",15.54,19.1,FALSE,0
L1231,2025-03-05,CO,A,29801,8.8,240,4.66,191.18,"SunPro Electric",12.28,14.93,FALSE,0
L1232,2025-02-18,MA,A,39450,9.7,240,4.39,247.27,"BrightPath Solar",17.96,24.25,FALSE,0
L1233,2025-03-10,AZ,A,21658,7,180,4.43,164.95,"TerraWatt Installations",9.72,8.58,FALSE,0
L1234,2025-01-14,NY,B,12472,4,180,6.36,107.71,"GreenRoof Energy",14.77,22.34,FALSE,0
L1235,2025-01-30,CA,B,35080,11.8,240,7.86,290.4,"Apex Solar Co",12.52,23.63,FALSE,0
L1236,2025-02-22,TX,B,43708,11.6,180,7.55,406.53,"SunPro Electric",11.17,12.57,FALSE,0
L1237,2025-02-11,CT,A,28044,11.2,240,4.15,172.23,"TerraWatt Installations",13.14,24.67,FALSE,0
L1238,2025-02-05,NJ,C,26979,7.5,240,11.47,287.19,"GreenRoof Energy",14.04,13.14,TRUE,46
L1239,2025-03-01,FL,A,25003,8.3,240,6.54,186.96,"Apex Solar Co",5.25,13.96,FALSE,0
L1240,2025-01-18,CA,A,48389,13.3,300,6,311.78,"TerraWatt Installations",11.87,26.28,FALSE,0
L1241,2025-02-17,CA,C,20374,5.8,240,11.05,210.94,"SunPro Electric",10.54,26.22,FALSE,0
L1242,2025-03-16,MA,C,43361,9.2,240,11.44,460.65,"GreenRoof Energy",14.79,19.91,FALSE,0
L1243,2025-01-06,CA,B,15800,4.3,240,7.06,123.06,"GreenRoof Energy",11.78,24.79,FALSE,0
L1244,2025-03-15,CA,C,41165,9.8,180,11.07,469.62,"GreenRoof Energy",13.55,23.77,FALSE,0
L1245,2025-02-14,AZ,A,34174,10.7,240,5.56,236.14,"SunPro Electric",9.02,13.01,FALSE,0
L1246,2025-03-21,AZ,A,22005,6.3,240,4.61,140.56,"SunPro Electric",10.29,14.4,FALSE,0
L1247,2025-03-22,NY,B,28167,7.6,240,7.27,222.93,"TerraWatt Installations",19.21,22.61,FALSE,0
L1248,2025-01-18,FL,A,21160,6.4,240,6.31,155.38,"TerraWatt Installations",14.2,15.2,FALSE,0
L1249,2025-01-18,FL,C,33702,9.3,300,10.4,315.91,"Apex Solar Co",15.52,12.7,FALSE,0
L1250,2025-02-03,NJ,C,49792,12.9,240,11.64,535.73,"Apex Solar Co",14.89,17.13,FALSE,0
L1251,2025-01-09,CO,A,40035,11.3,300,5.13,237.14,"BrightPath Solar",7.78,16.18,FALSE,0
L1252,2025-03-21,CO,C,19511,5.1,180,11.15,223.59,"GreenRoof Energy",15.25,10.62,TRUE,41
L1253,2025-03-26,CA,B,19277,5.7,120,7.01,223.88,"GreenRoof Energy",12.41,25.36,FALSE,0
L1254,2025-02-09,NJ,B,34290,8.4,300,6.53,232.2,"TerraWatt Installations",16.13,13.92,FALSE,0
L1255,2025-01-05,FL,C,38656,10.6,300,10.05,352.55,"TerraWatt Installations",14.47,15.07,FALSE,0
L1256,2025-02-02,NY,B,36503,11.5,240,8.07,306.82,"TerraWatt Installations",12.88,20.93,TRUE,38
L1257,2025-01-04,CO,C,41739,9.1,180,11.82,496.04,"BrightPath Solar",14.95,14.15,TRUE,138
L1258,2025-01-19,AZ,C,28841,8.6,240,11.72,312.03,"BrightPath Solar",10.22,12.26,TRUE,42
L1259,2025-02-05,TX,A,19543,6.2,300,4.71,110.95,"SunPro Electric",9.8,12.65,FALSE,0
L1260,2025-01-11,CT,B,42772,11.3,180,8.86,430.28,"BrightPath Solar",12.38,21.25,FALSE,0
L1261,2025-03-31,NY,A,33366,8.5,300,5.84,211.79,"GreenRoof Energy",13.95,20.35,FALSE,0
L1262,2025-03-26,CA,C,32462,10.6,180,10.93,367.58,"TerraWatt Installations",11.49,22.03,FALSE,0
L1263,2025-03-16,MA,A,31860,8.8,240,5.22,214.19,"SunPro Electric",16.04,20.26,FALSE,0
L1264,2025-01-03,TX,A,44724,11.9,300,5.49,274.46,"GreenRoof Energy",8.66,10.92,FALSE,0
L1265,2025-01-19,MA,A,32679,8.9,180,4.85,255.86,"TerraWatt Installations",16.53,23.51,FALSE,0
L1266,2025-02-01,CO,A,32047,8.5,300,5.42,195.28,"TerraWatt Installations",9.67,14.42,FALSE,0
L1267,2025-03-25,CT,B,32529,8.6,240,7.73,266.7,"SunPro Electric",14.5,21.71,FALSE,0
L1268,2025-03-26,CA,A,39062,11.1,300,4.96,227.45,"SunPro Electric",11.82,22.99,FALSE,0
L1269,2025-03-05,CA,C,30321,7.5,180,11.15,347.54,"GreenRoof Energy",14.53,24.82,FALSE,0
L1270,2025-01-30,MA,A,32086,11.3,240,5.11,213.73,"BrightPath Solar",11.34,24.19,FALSE,0
L1271,2025-03-26,CO,C,20948,6,240,11.41,222.13,"GreenRoof Energy",17.45,14.02,FALSE,0
L1272,2025-03-12,TX,A,30641,8,180,4.89,240.59,"Apex Solar Co",8.57,8.57,FALSE,0
L1273,2025-03-08,NY,B,27736,7.6,300,7.7,208.5,"BrightPath Solar",17.13,20.1,TRUE,78
L1274,2025-03-11,NJ,B,28044,7.4,180,7.68,262.78,"TerraWatt Installations",12.45,14.47,FALSE,0
L1275,2025-01-19,TX,A,16051,4.8,120,5.58,174.87,"BrightPath Solar",10.07,16.59,FALSE,0
L1276,2025-03-03,FL,C,34783,11.4,240,10.44,345.79,"GreenRoof Energy",13.07,13.82,TRUE,32
L1277,2025-03-02,CA,A,31490,9.3,180,4.5,240.93,"TerraWatt Installations",12.29,26.84,FALSE,0
L1278,2025-03-02,CA,B,53239,12.8,300,5.68,332.53,"BrightPath Solar",11.97,21.08,TRUE,109
L1279,2025-01-25,NC,A,42324,11.2,120,5.33,455.87,"Apex Solar Co",12.3,10.88,FALSE,0
L1280,2025-01-27,AZ,C,51495,13,240,12.06,569.21,"Apex Solar Co",12.73,13.18,TRUE,47
L1281,2025-01-02,NC,B,27359,7.5,120,8.04,332.58,"GreenRoof Energy",10.44,12.63,FALSE,0
L1282,2025-02-24,MA,C,31304,8.7,240,9.49,291.6,"TerraWatt Installations",14.43,20.31,FALSE,0
L1283,2025-02-24,CT,A,14561,4,240,4.05,88.63,"SunPro Electric",12.3,20.96,FALSE,0
L1284,2025-01-21,AZ,A,22775,7.5,240,5.09,151.43,"TerraWatt Installations",6.67,12.01,FALSE,0
L1285,2025-01-15,CT,A,47685,13.2,240,4.49,301.36,"Apex Solar Co",14.36,22.76,FALSE,0
L1286,2025-03-08,FL,B,34827,10.3,300,7.76,263.33,"TerraWatt Installations",12.89,13.76,FALSE,0
L1287,2025-03-02,FL,A,22170,7.1,180,4.2,166.24,"Apex Solar Co",12.92,14.87,FALSE,0
L1288,2025-01-18,MA,A,19340,6.6,180,3.63,139.54,"BrightPath Solar",11.39,25.08,FALSE,0
L1289,2025-02-11,AZ,C,30186,8.4,180,10.53,334.3,"GreenRoof Energy",14.89,15.1,FALSE,0
L1290,2025-03-25,TX,B,18742,6.7,240,7.05,145.86,"SunPro Electric",11.87,12.35,FALSE,0
L1291,2025-02-21,NY,C,28250,8.5,240,11.32,297.73,"GreenRoof Energy",17.08,23.71,FALSE,0
L1292,2025-01-15,CO,C,23992,7.4,240,10.73,243.25,"BrightPath Solar",14.53,14.15,TRUE,180
L1293,2025-01-23,CO,A,27043,10.1,300,5.79,170.83,"TerraWatt Installations",11.14,16.26,FALSE,0
L1294,2025-03-23,CO,B,29649,8,240,8.55,258.3,"TerraWatt Installations",10.97,15.62,FALSE,0
L1295,2025-01-05,NJ,C,27748,8.3,300,10.11,254.3,"Apex Solar Co",14.6,17.31,TRUE,87
L1296,2025-01-13,NY,C,26083,7.3,180,10.62,290.3,"BrightPath Solar",17.2,19.06,TRUE,37
L1297,2025-02-25,CA,A,25766,7.5,300,5.63,160.2,"BrightPath Solar",10.66,24.01,FALSE,0
L1298,2025-03-10,CT,C,40565,14.1,300,10.59,385.69,"TerraWatt Installations",16.05,22.98,TRUE,37
L1299,2025-02-20,AZ,B,41567,12.2,240,7.32,330.35,"BrightPath Solar",10.42,10.05,FALSE,0
L1300,2025-02-21,CA,B,24573,8.1,300,7.18,176.57,"BrightPath Solar",14,23.91,FALSE,0
L1301,2025-01-16,CO,B,27182,8.8,240,8.93,243.32,"Apex Solar Co",14.85,17.12,FALSE,0
L1302,2025-03-10,MA,A,26765,7.5,240,5.43,183.02,"TerraWatt Installations",14.73,23.08,FALSE,0
L1303,2025-01-08,CA,A,34860,12.6,240,4.97,229.47,"Apex Solar Co",12.2,24.68,FALSE,0
L1304,2025-01-17,NJ,C,36225,10,120,10.99,498.85,"Apex Solar Co",13.42,19.11,FALSE,0
L1305,2025-02-18,CA,B,30836,10.2,240,4.75,199.21,"SunPro Electric",11.12,25.73,FALSE,0
L1306,2025-03-07,CA,C,40592,10.3,240,10.22,397.67,"Apex Solar Co",8.52,24.25,FALSE,0
L1307,2025-02-14,CA,C,39411,11.4,240,12.81,456.46,"Apex Solar Co",11.38,26.2,FALSE,0
L1308,2025-02-07,NJ,A,35194,10.7,300,5.41,214.25,"Apex Solar Co",9.45,18.97,FALSE,0
L1309,2025-02-23,CA,A,40753,11.4,240,4.73,262.81,"SunPro Electric",11.86,26.29,FALSE,0
L1310,2025-03-08,FL,A,37463,10.6,180,5.55,307.18,"Apex Solar Co",15.01,11.21,FALSE,0
L1311,2025-01-12,CO,B,18950,5.6,300,6.55,128.5,"SunPro Electric",11.92,15.57,FALSE,0
L1312,2025-03-08,TX,A,35943,10.5,180,5.96,302.46,"TerraWatt Installations",10.56,13.9,FALSE,0
L1313,2025-03-17,AZ,C,27145,6.6,240,10.61,273.1,"SunPro Electric",12.42,14.31,FALSE,0
L1314,2025-01-09,NY,A,22790,6.7,240,4.71,146.74,"SunPro Electric",9.23,18.82,FALSE,0
L1315,2025-02-21,AZ,B,24943,7.3,180,8.28,242.4,"SunPro Electric",8.66,8.96,TRUE,172
L1316,2025-01-31,NJ,A,36796,9.9,240,5.14,245.74,"TerraWatt Installations",15.24,18.76,FALSE,0
L1317,2025-03-12,TX,C,19732,5.6,180,12.14,238.65,"SunPro Electric",15.15,9.7,TRUE,38
L1318,2025-02-05,NJ,A,20848,6.8,240,4.1,127.46,"Apex Solar Co",10.77,16.62,FALSE,0
L1319,2025-02-26,NC,A,14589,4,300,4.75,83.2,"GreenRoof Energy",11.84,11.08,FALSE,0
L1320,2025-03-07,NY,C,53600,13.3,240,10.65,540.41,"SunPro Electric",19.28,20.57,TRUE,48
L1321,2025-02-19,FL,A,31423,8.7,240,4.43,197.58,"Apex Solar Co",7.92,13.35,FALSE,0
L1322,2025-03-09,CA,A,41629,10.5,180,5.84,347.65,"Apex Solar Co",9.26,22.49,FALSE,0
L1323,2025-03-21,FL,A,22456,7,300,6.63,153.49,"SunPro Electric",10.02,10.47,FALSE,0
L1324,2025-03-18,FL,A,36680,9.4,300,4.75,209.22,"SunPro Electric",13.13,11.22,FALSE,0
L1325,2025-01-14,CT,C,26083,8.3,240,10.16,254.41,"Apex Solar Co",12.79,22.39,TRUE,92
L1326,2025-01-22,AZ,A,34226,10.1,240,3.41,196.84,"TerraWatt Installations",10.49,11.86,FALSE,0
L1327,2025-03-09,NC,C,23584,6.7,240,11.31,248.41,"GreenRoof Energy",10.71,10.99,FALSE,0
L1328,2025-03-21,CA,B,25279,9.5,240,6.86,193.82,"BrightPath Solar",14.16,27.26,FALSE,0
L1329,2025-01-23,CT,A,36767,10.8,240,5.71,257.24,"Apex Solar Co",14.22,20.17,FALSE,0
L1330,2025-03-01,NY,B,41691,12.3,240,8.09,350.98,"SunPro Electric",17.23,22.26,FALSE,0
L1331,2025-01-22,NY,C,37272,11.2,240,10.18,364.05,"TerraWatt Installations",20.66,19.69,FALSE,0
L1332,2025-03-04,AZ,A,26745,6.9,240,4.77,173.12,"GreenRoof Energy",12.08,15.78,FALSE,0
L1333,2025-01-20,TX,C,21441,5.9,180,11.78,254.29,"SunPro Electric",12.92,11.42,FALSE,0
L1334,2025-03-04,AZ,B,33975,8.4,240,7.87,281.51,"GreenRoof Energy",9.73,14.95,FALSE,0
L1335,2025-02-16,CA,C,26762,7.7,240,10.16,261.04,"GreenRoof Energy",14.77,25.98,FALSE,0
L1336,2025-01-12,FL,C,36831,12.4,180,10.51,407.43,"GreenRoof Energy",13.44,15.04,TRUE,115
L1337,2025-03-04,NC,A,28827,7.3,240,5.34,195.7,"Apex Solar Co",13.56,13.89,FALSE,0
L1338,2025-03-18,TX,C,32600,9.6,240,11.35,344.35,"SunPro Electric",9.44,11.61,FALSE,0
L1339,2025-03-28,CA,A,27035,8.9,300,5.44,165.03,"GreenRoof Energy",11.66,25.81,FALSE,0
L1340,2025-01-16,CO,B,21973,5.6,300,7.51,162.58,"SunPro Electric",10.88,16.21,FALSE,0
L1341,2025-03-22,FL,A,23608,6.1,240,4.69,151.78,"SunPro Electric",9.91,20.51,FALSE,0
L1342,2025-02-22,MA,B,27061,7,300,7.06,192.28,"BrightPath Solar",12.95,21.07,FALSE,0
L1343,2025-01-02,FL,A,29517,8.1,240,5.79,207.98,"SunPro Electric",12.42,11.67,FALSE,0
L1344,2025-03-05,FL,B,30043,8.4,300,6.95,211.43,"SunPro Electric",12.23,7,FALSE,0
L1345,2025-01-15,MA,C,27794,9.6,240,11.23,291.2,"Apex Solar Co",16.14,19.4,FALSE,0
L1346,2025-03-25,NC,B,24877,8.9,300,6.88,173.96,"TerraWatt Installations",11.1,10.62,FALSE,0
L1347,2025-01-30,CT,C,34631,9.3,240,10.75,351.59,"SunPro Electric",16.98,20.08,FALSE,0
L1348,2025-03-16,TX,A,44440,11.6,180,5.49,362.91,"BrightPath Solar",8.38,12.08,FALSE,0
L1349,2025-02-27,TX,A,34520,10.1,240,3.79,205.38,"Apex Solar Co",9.98,13.44,FALSE,0
L1350,2025-01-25,AZ,A,23472,8.1,240,5.42,160.38,"TerraWatt Installations",11.13,13.66,FALSE,0
L1351,2025-03-18,CA,A,33963,12.4,300,5.76,213.77,"GreenRoof Energy",7.64,23.89,FALSE,0
L1352,2025-01-11,CA,A,38817,10.1,300,4.77,221.65,"TerraWatt Installations",12.21,22.41,FALSE,0
L1353,2025-03-21,TX,A,20210,6.3,300,5.69,126.37,"Apex Solar Co",11.65,9.63,FALSE,0
L1354,2025-02-23,CA,B,22276,6.3,240,6.72,168.97,"GreenRoof Energy",13.25,24.07,FALSE,0
L1355,2025-02-22,NC,A,41833,11.1,300,4.17,224.68,"Apex Solar Co",10.76,14.31,FALSE,0
L1356,2025-01-24,CA,A,30876,10.6,300,4.15,165.6,"Apex Solar Co",12.84,25.7,FALSE,0
L1357,2025-03-31,AZ,B,37918,8.8,300,6.43,254.43,"BrightPath Solar",10.17,13.26,FALSE,0
L1358,2025-01-27,CT,B,20880,5.1,300,7.94,160.35,"BrightPath Solar",13.27,20.94,FALSE,0
L1359,2025-02-05,NY,C,18099,5.4,240,10.16,176.57,"SunPro Electric",17.74,20.76,FALSE,0
L1360,2025-02-21,CA,C,22553,9,300,9.86,202.69,"BrightPath Solar",16.61,26.22,FALSE,0
L1361,2025-01-22,CA,A,62198,13.6,240,3.46,359.59,"SunPro Electric",13.94,20.02,FALSE,0
L1362,2025-03-16,CA,A,40540,10.3,180,5.7,335.52,"BrightPath Solar",12.09,25.81,FALSE,0
L1363,2025-01-24,MA,C,43970,10.8,180,11.64,517.7,"BrightPath Solar",15.93,24.92,FALSE,0
L1364,2025-01-04,CT,C,20976,6.2,180,12.04,252.25,"Apex Solar Co",18.01,21.98,FALSE,0
L1365,2025-03-21,FL,B,28488,8.4,120,8.79,357.6,"BrightPath Solar",11.26,13.27,FALSE,0
L1366,2025-03-21,NJ,A,27376,8.8,300,6.09,177.89,"BrightPath Solar",13.05,10.72,FALSE,0
L1367,2025-01-06,NJ,A,44181,11,300,3.6,223.49,"BrightPath Solar",14.32,17.92,FALSE,0
L1368,2025-01-16,NJ,A,52429,12.7,300,5.58,324.59,"Apex Solar Co",14.76,13.97,FALSE,0
L1369,2025-02-04,FL,C,36688,10.4,180,11.12,419.84,"TerraWatt Installations",12.31,16.88,FALSE,0
L1370,2025-01-11,CT,C,46459,11.4,180,10.73,520.15,"Apex Solar Co",16.51,22.96,FALSE,0
L1371,2025-03-16,TX,A,39710,10.4,300,6.14,259.29,"GreenRoof Energy",10.74,13.64,FALSE,0
L1372,2025-03-03,CT,A,22146,8,240,4.41,139.04,"BrightPath Solar",14.04,21.21,FALSE,0
L1373,2025-02-26,NY,A,44655,12.2,180,6.2,381.75,"SunPro Electric",13.09,18.7,FALSE,0
L1374,2025-01-12,CA,C,25449,6.9,300,10.56,241.38,"GreenRoof Energy",13.19,22.79,FALSE,0
L1375,2025-01-14,CA,C,23898,7.1,240,10.1,232.15,"TerraWatt Installations",13.94,21.55,TRUE,31
L1376,2025-02-18,MA,A,31577,7.8,300,5.03,185.15,"GreenRoof Energy",13.36,26.53,FALSE,0
L1377,2025-01-25,NC,B,34929,11.4,300,6.77,241.66,"Apex Solar Co",12.08,9.63,FALSE,0
L1378,2025-02-24,NC,A,13998,4.2,240,5.08,93.03,"SunPro Electric",11.28,10.05,FALSE,0
L1379,2025-01-09,NJ,B,31406,10,240,7.28,248.71,"BrightPath Solar",12.68,13.08,FALSE,0
L1380,2025-02-28,TX,A,50683,14.2,240,4.1,309.9,"TerraWatt Installations",10.16,13.06,FALSE,0
L1381,2025-03-30,CT,C,49791,12.8,300,12.95,559.55,"Apex Solar Co",15.95,22.14,FALSE,0
L1382,2025-02-23,CA,B,26159,7.1,300,8.16,204.67,"SunPro Electric",17.02,25.28,FALSE,0
L1383,2025-03-17,NY,B,24807,6.6,180,7.44,229.16,"GreenRoof Energy",13.63,21.24,FALSE,0
L1384,2025-02-28,CT,C,31315,12,180,12.17,379.35,"BrightPath Solar",17.19,15.82,FALSE,0
L1385,2025-01-03,CA,A,33398,10.4,300,4.37,183.12,"SunPro Electric",12.66,26.5,FALSE,0
L1386,2025-02-02,MA,A,22775,6.4,300,6.54,154.35,"BrightPath Solar",10.49,22.49,FALSE,0
L1387,2025-02-21,CT,C,27538,7,180,8.98,279.01,"Apex Solar Co",15.04,18.86,FALSE,0
L1388,2025-03-20,TX,B,25109,6.8,240,8.29,214.64,"GreenRoof Energy",11.66,13.2,FALSE,0
L1389,2025-02-21,NY,A,36575,9.4,300,5.59,226.46,"SunPro Electric",15.82,22.13,FALSE,0
L1390,2025-02-03,TX,A,29329,8.1,180,5.87,245.42,"Apex Solar Co",11.03,12.42,FALSE,0
L1391,2025-01-30,CA,B,30886,9.1,180,7.92,293.75,"SunPro Electric",11.49,29.9,FALSE,0
L1392,2025-03-07,TX,B,40940,12.3,240,7.2,322.36,"TerraWatt Installations",9.49,9.8,FALSE,0
L1393,2025-02-18,TX,A,36321,9.7,300,5.97,233.39,"TerraWatt Installations",7.76,13.12,FALSE,0
L1394,2025-03-31,TX,A,26089,7.4,180,4.26,196.35,"GreenRoof Energy",5.95,12.32,FALSE,0
L1395,2025-01-29,CT,A,21003,5.2,240,5.41,143.4,"GreenRoof Energy",11.81,24.69,FALSE,0
L1396,2025-01-06,NC,C,22338,8.9,180,10.22,243.01,"Apex Solar Co",13.38,13.24,FALSE,0
L1397,2025-01-27,FL,C,20815,5.3,300,10.59,197.95,"SunPro Electric",13.07,14.5,FALSE,0
L1398,2025-03-14,CA,C,22366,6.4,180,10.79,251.33,"Apex Solar Co",13.59,27.32,FALSE,0
L1399,2025-01-18,CA,A,31177,9.6,120,3.93,314.62,"Apex Solar Co",10.04,23.34,FALSE,0
L1400,2025-01-04,NJ,C,39906,11.6,300,11.22,397.58,"TerraWatt Installations",14.68,17.29,TRUE,61
L1401,2025-01-31,FL,C,48282,15.5,300,12.04,509.97,"TerraWatt Installations",10.84,16.89,FALSE,0
L1402,2025-03-10,CA,C,46193,12.6,180,12.32,564.07,"BrightPath Solar",11.68,26.25,TRUE,74
L1403,2025-03-08,FL,B,39151,11,300,7.38,286.31,"SunPro Electric",12.58,12.48,FALSE,0
L1404,2025-01-09,NC,C,30576,9.1,240,10.37,302.64,"GreenRoof Energy",13.13,12.91,FALSE,0
L1405,2025-03-22,CO,A,25631,6.5,180,5.71,212.23,"SunPro Electric",8.95,18.34,FALSE,0
L1406,2025-02-22,NC,A,15871,4.5,180,5.34,128.34,"SunPro Electric",12.36,11.49,FALSE,0
L1407,2025-01-27,AZ,C,31849,9.7,300,10.58,302.5,"Apex Solar Co",13.05,12.3,TRUE,147
L1408,2025-01-12,TX,A,49422,12.6,180,5.42,401.71,"BrightPath Solar",8.42,9.63,FALSE,0
L1409,2025-02-03,CA,B,37352,10.4,300,8.28,295.22,"GreenRoof Energy",11.21,26.15,FALSE,0
L1410,2025-02-25,NY,B,33013,10.3,240,6.28,241.84,"BrightPath Solar",15.44,21.13,FALSE,0
L1411,2025-01-09,NC,A,33370,10.1,240,5.42,228,"Apex Solar Co",10.96,10.35,FALSE,0
L1412,2025-01-16,CT,C,25741,7,240,12.22,287.33,"GreenRoof Energy",13.72,19.6,TRUE,33
L1413,2025-03-12,TX,B,27718,8.2,240,6.58,207.89,"SunPro Electric",7.11,13.63,FALSE,0
L1414,2025-02-03,TX,B,47543,13.4,300,6.49,320.81,"TerraWatt Installations",8.39,13.09,FALSE,0
L1415,2025-02-28,FL,A,40110,10.3,180,4.66,310.08,"SunPro Electric",11.17,16.5,FALSE,0
L1416,2025-06-03,AZ,A,51612,13.5,180,4.77,401.94,"BrightPath Solar",9.08,7.71,FALSE,0
L1417,2025-05-08,AZ,C,18464,5,300,11.59,188.88,"GreenRoof Energy",11.73,14.11,FALSE,0
L1418,2025-06-04,NJ,C,36230,10.5,240,11.23,379.77,"BrightPath Solar",15.04,16.98,FALSE,0
L1419,2025-04-29,CT,B,29782,8.6,180,6.87,265.59,"SunPro Electric",14.8,21.96,FALSE,0
L1420,2025-04-15,TX,C,30175,9.2,180,10.46,332.9,"TerraWatt Installations",13.59,13.48,TRUE,45
L1421,2025-06-04,NY,C,52828,16.3,300,10.84,511.49,"GreenRoof Energy",13.19,20.71,FALSE,0
L1422,2025-06-30,CA,B,22865,8,300,7.42,167.72,"SunPro Electric",13.72,26.28,FALSE,0
L1423,2025-06-14,AZ,A,25350,7.8,300,5.06,149.13,"TerraWatt Installations",9.54,9.1,FALSE,0
L1424,2025-04-08,CO,C,45556,11.8,180,11.68,537.47,"BrightPath Solar",12.65,15.07,FALSE,0
L1425,2025-04-22,AZ,A,24856,7.9,300,5.69,155.54,"GreenRoof Energy",10.52,17.48,FALSE,0
L1426,2025-06-23,CA,B,21488,5.2,240,7.22,169.4,"Apex Solar Co",12.24,26.99,FALSE,0
L1427,2025-04-30,NC,A,36274,9.8,180,6.52,316.31,"BrightPath Solar",12.03,10.34,FALSE,0
L1428,2025-06-07,CA,B,29683,9.2,240,7.6,240.97,"TerraWatt Installations",13.54,26.01,FALSE,0
L1429,2025-04-15,NY,A,17318,6.5,180,4.76,134.78,"GreenRoof Energy",15.94,23.21,FALSE,0
L1430,2025-04-15,CA,C,24795,6.7,240,10.39,245.77,"SunPro Electric",12.89,27.85,TRUE,33
L1431,2025-04-22,NY,B,28252,6.9,240,7.93,235.16,"BrightPath Solar",13.5,24,FALSE,0
L1432,2025-06-10,CA,B,24587,8.7,240,8.38,211.54,"Apex Solar Co",11.61,25.03,FALSE,0
L1433,2025-05-08,TX,A,27217,10,240,5.09,181.01,"GreenRoof Energy",7.92,12.29,FALSE,0
L1434,2025-05-30,NY,A,18446,5.6,300,5.52,113.52,"BrightPath Solar",16.66,23.79,FALSE,0
L1435,2025-04-06,NY,C,31257,8.4,240,10.66,315.48,"TerraWatt Installations",13.97,21.91,TRUE,82
L1436,2025-04-17,AZ,A,50352,13.3,180,4.63,388.6,"GreenRoof Energy",8.44,14.23,FALSE,0
